,age,sex,weight,reaction,count,applnNo
31549,3,1,l,COUGH,1,part358H
31550,3,1,l,DEVICE RELATED INFECTION,1,part358H
31551,4,1,n,BLINDNESS,1,part358H
31552,4,1,n,GLAUCOMA,1,part358H
31553,5,1,n,PAIN,7,part358H
31554,5,1,n,ACUTE KIDNEY INJURY,5,part358H
31555,5,1,n,ANXIETY,5,part358H
31556,5,1,h,ANHEDONIA,2,part358H
31557,5,1,h,ANXIETY,2,part358H
31558,5,1,h,EMOTIONAL DISTRESS,2,part358H
31559,6,1,n,CONDITION AGGRAVATED,4,part358H
31560,6,1,n,PRODUCT USE ISSUE,3,part358H
31561,6,1,n,ACNE,2,part358H
31562,6,1,h,DIZZINESS,2,part358H
31563,6,1,h,CHEST DISCOMFORT,1,part358H
31564,6,1,h,DRUG HYPERSENSITIVITY,1,part358H
31565,2,2,l,GROWTH RETARDATION,1,part358H
31566,3,2,l,APLASTIC ANAEMIA,4,part358H
31567,3,2,l,BONE MARROW FAILURE,1,part358H
31568,4,2,n,ANXIETY,1,part358H
31569,4,2,n,CONJUNCTIVITIS,1,part358H
31570,4,2,n,DIARRHOEA,1,part358H
31571,5,2,l,RENAL TUBULAR DISORDER,1,part358H
31572,5,2,n,ANXIETY,10,part358H
31573,5,2,n,NAUSEA,10,part358H
31574,5,2,n,VOMITING,10,part358H
31575,5,2,h,ABDOMINAL PAIN LOWER,2,part358H
31576,5,2,h,ANAPHYLACTIC SHOCK,2,part358H
31577,5,2,h,HYPERTENSION,2,part358H
31578,6,2,n,PSORIASIS,9,part358H
31579,6,2,n,FALL,8,part358H
31580,6,2,n,INFLUENZA,8,part358H
31581,6,2,h,ACUTE KIDNEY INJURY,1,part358H
31582,6,2,h,BLOOD CREATININE ABNORMAL,1,part358H
31583,6,2,h,BLOOD GLUCOSE DECREASED,1,part358H
31584,3,1,h,DISEASE PROGRESSION,1,NDA206321
31585,3,1,h,HEPATIC ENZYME INCREASED,1,NDA206321
31586,3,1,h,INSULIN RESISTANCE,1,NDA206321
31587,4,1,h,CHOLECYSTITIS,1,NDA206321
31588,4,1,h,DRUG ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE,1,NDA206321
31589,4,1,h,OFF LABEL USE,1,NDA206321
31590,5,1,n,CHOLECYSTITIS CHRONIC,2,NDA206321
31591,5,1,n,ABDOMINAL DISTENSION,1,NDA206321
31592,5,1,n,ABDOMINAL PAIN,1,NDA206321
31593,5,1,h,NAUSEA,8,NDA206321
31594,5,1,h,VOMITING,7,NDA206321
31595,5,1,h,DEHYDRATION,6,NDA206321
31596,6,1,n,ACUTE KIDNEY INJURY,9,NDA206321
31597,6,1,n,ANAEMIA,7,NDA206321
31598,6,1,n,HAEMATOCHEZIA,7,NDA206321
31599,6,1,h,FALL,5,NDA206321
31600,6,1,h,CONTUSION,4,NDA206321
31601,6,1,h,DECREASED APPETITE,4,NDA206321
31602,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,3,NDA206321
31603,1,2,l,ENTERAL NUTRITION,1,NDA206321
31604,1,2,l,FOETAL MONITORING ABNORMAL,1,NDA206321
31605,5,2,l,PRODUCT USE ISSUE,1,NDA206321
31606,5,2,l,PULMONARY EMBOLISM,1,NDA206321
31607,5,2,n,NAUSEA,30,NDA206321
31608,5,2,n,VOMITING,21,NDA206321
31609,5,2,n,OFF LABEL USE,13,NDA206321
31610,5,2,h,NAUSEA,12,NDA206321
31611,5,2,h,VOMITING,11,NDA206321
31612,5,2,h,PANCREATITIS,9,NDA206321
31613,6,2,n,NAUSEA,4,NDA206321
31614,6,2,n,VOMITING,4,NDA206321
31615,6,2,n,FATIGUE,3,NDA206321
31616,6,2,h,DRUG INEFFECTIVE,5,NDA206321
31617,6,2,h,CONDITION AGGRAVATED,2,NDA206321
31618,6,2,h,PUSTULAR PSORIASIS,2,NDA206321
31619,5,2,n,DRUG INEFFECTIVE,2,NDA021299
31620,5,2,n,ABNORMAL BEHAVIOUR,1,NDA021299
31621,5,2,n,ACUTE KIDNEY INJURY,1,NDA021299
31622,5,2,h,IMMUNE THROMBOCYTOPENIA,2,NDA021299
31623,5,2,h,PRODUCT USE IN UNAPPROVED INDICATION,1,NDA021299
31624,6,2,l,TOXIC SKIN ERUPTION,1,NDA021299
31625,6,2,n,CONFUSIONAL STATE,3,NDA021299
31626,6,2,n,ACUTE KIDNEY INJURY,2,NDA021299
31627,6,2,n,DERMATITIS EXFOLIATIVE GENERALISED,2,NDA021299
31628,6,2,h,SPINAL SUBDURAL HAEMATOMA,1,NDA021299
31629,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,37,NDA018261
31630,1,1,l,PREMATURE BABY,14,NDA018261
31631,1,1,l,CONGENITAL CYSTIC KIDNEY DISEASE,9,NDA018261
31632,2,1,l,CYANOSIS,1,NDA018261
31633,2,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA018261
31634,2,1,l,GRUNTING,1,NDA018261
31635,5,1,n,PAIN,2,NDA018261
31636,5,1,n,ANHEDONIA,1,NDA018261
31637,5,1,n,ANXIETY,1,NDA018261
31638,5,1,h,BLOOD PRESSURE INCREASED,1,NDA018261
31639,5,1,h,CONTUSION,1,NDA018261
31640,5,1,h,DENTAL OPERATION,1,NDA018261
31641,6,1,n,DRUG EFFECT DELAYED,1,NDA018261
31642,6,1,n,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,1,NDA018261
31643,6,1,n,PRODUCT USE IN UNAPPROVED INDICATION,1,NDA018261
31644,6,1,h,DRUG INEFFECTIVE,1,NDA018261
31645,6,1,h,DRUG PRESCRIBING ERROR,1,NDA018261
31646,6,1,h,INCORRECT DRUG ADMINISTRATION DURATION,1,NDA018261
31647,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,23,NDA018261
31648,1,2,l,LOW BIRTH WEIGHT BABY,12,NDA018261
31649,1,2,l,PREMATURE BABY,11,NDA018261
31650,5,2,l,BLOOD PRESSURE DECREASED,1,NDA018261
31651,5,2,l,MATERNAL EXPOSURE DURING PREGNANCY,1,NDA018261
31652,5,2,l,NORMAL NEWBORN,1,NDA018261
31653,5,2,n,EXPOSURE DURING PREGNANCY,12,NDA018261
31654,5,2,n,PAIN,10,NDA018261
31655,5,2,n,EMOTIONAL DISTRESS,8,NDA018261
31656,5,2,h,DRUG INEFFECTIVE,2,NDA018261
31657,5,2,h,EXPOSURE DURING PREGNANCY,2,NDA018261
31658,5,2,h,FATIGUE,2,NDA018261
31659,6,2,n,NAUSEA,2,NDA018261
31660,6,2,n,DRUG INEFFECTIVE,1,NDA018261
31661,6,2,n,DYSPEPSIA,1,NDA018261
31700,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA203896
31701,1,1,l,LOW BIRTH WEIGHT BABY,1,ANDA203896
31702,1,1,l,PREMATURE BABY,1,ANDA203896
31703,4,1,n,CARDIAC FAILURE,2,ANDA203896
31704,4,1,n,OFF LABEL USE,2,ANDA203896
31705,4,1,n,PULMONARY HAEMORRHAGE,2,ANDA203896
31706,5,1,n,HYPOTENSION,12,ANDA203896
31707,5,1,n,NAUSEA,12,ANDA203896
31708,5,1,n,DIZZINESS,11,ANDA203896
31709,5,1,h,DIARRHOEA,20,ANDA203896
31710,5,1,h,NAUSEA,15,ANDA203896
31711,5,1,h,PALPITATIONS,13,ANDA203896
31712,6,1,l,HALLUCINATION,1,ANDA203896
31713,6,1,l,HEPATIC FUNCTION ABNORMAL,1,ANDA203896
31714,6,1,l,HYPERBILIRUBINAEMIA,1,ANDA203896
31715,6,1,n,DYSPNOEA,25,ANDA203896
31716,6,1,n,HYPOTENSION,22,ANDA203896
31717,6,1,n,ANAEMIA,18,ANDA203896
31718,6,1,h,ACUTE KIDNEY INJURY,7,ANDA203896
31719,6,1,h,ATRIAL FIBRILLATION,6,ANDA203896
31720,6,1,h,DISTURBANCE IN ATTENTION,6,ANDA203896
31721,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,3,ANDA203896
31722,1,2,l,VENTRICULAR SEPTAL DEFECT,2,ANDA203896
31723,1,2,l,PREMATURE BABY,1,ANDA203896
31724,5,2,n,SUBCLAVIAN VEIN THROMBOSIS,14,ANDA203896
31725,5,2,n,PERIPHERAL SWELLING,9,ANDA203896
31726,5,2,n,PAIN,7,ANDA203896
31727,5,2,h,NAUSEA,2,ANDA203896
31728,5,2,h,ACUTE MYOCARDIAL INFARCTION,1,ANDA203896
31729,5,2,h,DEATH,1,ANDA203896
31730,6,2,l,DIARRHOEA,3,ANDA203896
31731,6,2,l,CARDIAC FAILURE,2,ANDA203896
31732,6,2,l,HYPOKALAEMIA,2,ANDA203896
31733,6,2,n,DYSPNOEA,10,ANDA203896
31734,6,2,n,ACUTE KIDNEY INJURY,7,ANDA203896
31735,6,2,n,GENERAL PHYSICAL HEALTH DETERIORATION,7,ANDA203896
31736,6,2,h,JAUNDICE,2,ANDA203896
31737,6,2,h,ARTHRALGIA,1,ANDA203896
31738,6,2,h,ATRIAL FIBRILLATION,1,ANDA203896
31739,1,1,l,CONDITION AGGRAVATED,1,NDA021514
31740,1,1,l,DRUG WITHDRAWAL SYNDROME NEONATAL,1,NDA021514
31741,1,1,l,DYSKINESIA,1,NDA021514
31742,3,1,l,FEBRILE NEUTROPENIA,8,NDA021514
31743,3,1,l,CELLULITIS,4,NDA021514
31744,3,1,l,DRUG INEFFECTIVE,4,NDA021514
31745,3,1,n,ABDOMINAL DISCOMFORT,1,NDA021514
31746,3,1,n,DRUG EFFECT DECREASED,1,NDA021514
31747,3,1,n,DYSARTHRIA,1,NDA021514
31748,4,1,l,PSYCHOMOTOR HYPERACTIVITY,2,NDA021514
31749,4,1,l,ACCIDENTAL EXPOSURE TO PRODUCT BY CHILD,1,NDA021514
31750,4,1,l,ADVERSE DRUG REACTION,1,NDA021514
31751,4,1,n,HEADACHE,4,NDA021514
31752,4,1,n,LACTIC ACIDOSIS,4,NDA021514
31753,4,1,n,TOXICITY TO VARIOUS AGENTS,4,NDA021514
31754,4,1,h,ARRHYTHMIA,1,NDA021514
31755,4,1,h,CARDIO-RESPIRATORY DISTRESS,1,NDA021514
31756,4,1,h,DIZZINESS,1,NDA021514
31757,5,1,n,PAIN,12,NDA021514
31758,5,1,n,ANXIETY,9,NDA021514
31759,5,1,n,EMOTIONAL DISTRESS,9,NDA021514
31760,5,1,h,ANXIETY,5,NDA021514
31761,5,1,h,ANHEDONIA,4,NDA021514
31762,5,1,h,EMOTIONAL DISTRESS,4,NDA021514
31763,6,1,n,ACUTE MYOCARDIAL INFARCTION,1,NDA021514
31764,6,1,n,BRONCHITIS,1,NDA021514
31765,6,1,n,DIZZINESS,1,NDA021514
31766,6,1,h,ATRIAL FIBRILLATION,2,NDA021514
31767,6,1,h,COVID-19,1,NDA021514
31768,6,1,h,HYPOTENSION,1,NDA021514
31769,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,3,NDA021514
31770,1,2,l,FOETAL GROWTH RESTRICTION,2,NDA021514
31771,1,2,l,LOW BIRTH WEIGHT BABY,2,NDA021514
31772,2,2,l,FOETAL EXPOSURE DURING PREGNANCY,2,NDA021514
31773,2,2,l,LUNG CYST,2,NDA021514
31774,2,2,l,PNEUMONIA,2,NDA021514
31775,3,2,l,GYNAECOMASTIA,2,NDA021514
31776,3,2,l,HYPERHIDROSIS,2,NDA021514
31777,3,2,l,MENSTRUAL DISORDER,2,NDA021514
31778,3,2,n,DISTURBANCE IN ATTENTION,1,NDA021514
31779,3,2,n,DRUG INEFFECTIVE,1,NDA021514
31780,3,2,n,PRODUCT AVAILABILITY ISSUE,1,NDA021514
31781,4,2,n,FATIGUE,3,NDA021514
31782,4,2,n,OFF LABEL USE,3,NDA021514
31783,4,2,n,PRURITUS,3,NDA021514
31784,5,2,l,ABDOMINAL DISCOMFORT,1,NDA021514
31785,5,2,l,ALANINE AMINOTRANSFERASE INCREASED,1,NDA021514
31786,5,2,l,ASPARTATE AMINOTRANSFERASE INCREASED,1,NDA021514
31787,5,2,n,NAUSEA,9,NDA021514
31788,5,2,n,PAIN,9,NDA021514
31789,5,2,n,ARTHRALGIA,8,NDA021514
31790,5,2,h,ERYTHEMA,4,NDA021514
31791,5,2,h,DYSPNOEA,3,NDA021514
31792,5,2,h,ECZEMA,3,NDA021514
31793,6,2,n,DIZZINESS,2,NDA021514
31794,6,2,n,DRUG INEFFECTIVE,2,NDA021514
31795,6,2,n,EPILEPSY,2,NDA021514
31796,6,2,h,DIZZINESS,1,NDA021514
31797,6,2,h,FEELING ABNORMAL,1,NDA021514
31798,6,2,h,MALAISE,1,NDA021514
31856,5,2,n,FATIGUE,2,ANDA076792
31857,5,2,n,PAIN,2,ANDA076792
31858,5,2,n,ANHEDONIA,1,ANDA076792
31859,5,2,h,SYNCOPE,2,ANDA076792
31860,5,2,h,COUGH,1,ANDA076792
31861,5,2,h,DIARRHOEA,1,ANDA076792
34451,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA212317
34452,1,1,l,LOW BIRTH WEIGHT BABY,1,ANDA212317
34453,1,1,l,PREMATURE BABY,1,ANDA212317
34454,4,1,n,DRUG ADMINISTRATION ERROR,1,ANDA212317
34455,4,1,n,PRODUCT CLOSURE ISSUE,1,ANDA212317
34456,4,1,n,THERAPY CESSATION,1,ANDA212317
34457,5,1,l,ACUTE CORONARY SYNDROME,1,ANDA212317
34458,5,1,l,DECUBITUS ULCER,1,ANDA212317
34459,5,1,l,DRUG ERUPTION,1,ANDA212317
34460,5,1,n,ARTHRALGIA,4,ANDA212317
34461,5,1,n,PHOTOPHOBIA,4,ANDA212317
34462,5,1,n,AMNESIA,3,ANDA212317
34463,5,1,h,FATIGUE,3,ANDA212317
34464,5,1,h,ASTHENIA,2,ANDA212317
34465,5,1,h,DEAFNESS,2,ANDA212317
34466,6,1,l,BRADYCARDIA,1,ANDA212317
34467,6,1,l,DRUG INTERACTION,1,ANDA212317
34468,6,1,l,HYPERGLYCAEMIA,1,ANDA212317
34469,6,1,n,DYSPNOEA,9,ANDA212317
34470,6,1,n,ATRIAL FIBRILLATION,8,ANDA212317
34471,6,1,n,OFF LABEL USE,8,ANDA212317
34472,6,1,h,DYSPNOEA,9,ANDA212317
34473,6,1,h,WEIGHT INCREASED,9,ANDA212317
34474,6,1,h,OEDEMA PERIPHERAL,8,ANDA212317
34475,5,2,l,OFF LABEL USE,2,ANDA212317
34476,5,2,l,ABDOMINAL PAIN,1,ANDA212317
34477,5,2,l,ABDOMINAL PAIN UPPER,1,ANDA212317
34478,5,2,n,ALVEOLITIS,6,ANDA212317
34479,5,2,n,ATRIAL FIBRILLATION,6,ANDA212317
34480,5,2,n,FATIGUE,6,ANDA212317
34481,5,2,h,ALOPECIA,5,ANDA212317
34482,5,2,h,ARTHRALGIA,5,ANDA212317
34483,5,2,h,DRUG INEFFECTIVE,5,ANDA212317
34484,6,2,l,OFF LABEL USE,2,ANDA212317
34485,6,2,l,ALANINE AMINOTRANSFERASE INCREASED,1,ANDA212317
34486,6,2,l,ARTHRALGIA,1,ANDA212317
34487,6,2,n,OFF LABEL USE,11,ANDA212317
34488,6,2,n,DYSPNOEA,9,ANDA212317
34489,6,2,n,ASTHENIA,8,ANDA212317
34490,6,2,h,CONSTIPATION,2,ANDA212317
34491,6,2,h,DIARRHOEA,2,ANDA212317
34492,6,2,h,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2,ANDA212317
34493,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,13,NDA050723
34494,1,1,l,LOW BIRTH WEIGHT BABY,9,NDA050723
34495,1,1,l,PREMATURE BABY,8,NDA050723
34496,2,1,l,APLASTIC ANAEMIA,3,NDA050723
34497,2,1,l,FEBRILE NEUTROPENIA,3,NDA050723
34498,2,1,l,PREMATURE BABY,3,NDA050723
34499,3,1,l,APLASTIC ANAEMIA,9,NDA050723
34500,3,1,l,MUCOSAL INFLAMMATION,7,NDA050723
34501,3,1,l,FEBRILE NEUTROPENIA,4,NDA050723
34502,3,1,n,GROWTH RETARDATION,2,NDA050723
34503,3,1,n,BONE MARROW TRANSPLANT,1,NDA050723
34504,3,1,n,CATARACT,1,NDA050723
34505,4,1,l,ACUTE KIDNEY INJURY,2,NDA050723
34506,4,1,l,HISTOPLASMOSIS,2,NDA050723
34507,4,1,l,HYPERCALCAEMIA,2,NDA050723
34508,4,1,n,FEBRILE NEUTROPENIA,3,NDA050723
34509,4,1,n,CHEST PAIN,2,NDA050723
34510,4,1,n,MUCOSAL INFLAMMATION,2,NDA050723
34511,5,1,l,COVID-19,2,NDA050723
34512,5,1,l,EMBOLISM,2,NDA050723
34513,5,1,l,PNEUMONIA BACTERIAL,2,NDA050723
34514,5,1,n,ACUTE RESPIRATORY DISTRESS SYNDROME,26,NDA050723
34515,5,1,n,PYREXIA,23,NDA050723
34516,5,1,n,DIARRHOEA,22,NDA050723
34517,5,1,h,DIARRHOEA,10,NDA050723
34518,5,1,h,HYPERTENSION,8,NDA050723
34519,5,1,h,NAUSEA,8,NDA050723
34520,6,1,l,APLASIA PURE RED CELL,1,NDA050723
34521,6,1,l,APLASTIC ANAEMIA,1,NDA050723
34522,6,1,l,CONTUSION,1,NDA050723
34523,6,1,n,ACUTE KIDNEY INJURY,10,NDA050723
34524,6,1,n,DIARRHOEA,8,NDA050723
34525,6,1,n,COVID-19,7,NDA050723
34526,6,1,h,DYSPNOEA,6,NDA050723
34527,6,1,h,DIARRHOEA,4,NDA050723
34528,6,1,h,PANCREATITIS NECROTISING,4,NDA050723
34529,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,15,NDA050723
34530,1,2,l,LOW BIRTH WEIGHT BABY,14,NDA050723
34531,1,2,l,PREMATURE BABY,12,NDA050723
34532,2,2,l,APLASTIC ANAEMIA,4,NDA050723
34533,2,2,l,FOETAL EXPOSURE DURING PREGNANCY,4,NDA050723
34534,2,2,l,MUCOSAL INFLAMMATION,4,NDA050723
34535,3,2,l,APLASTIC ANAEMIA,6,NDA050723
34536,3,2,l,UPPER RESPIRATORY TRACT INFECTION,5,NDA050723
34537,3,2,l,FEBRILE NEUTROPENIA,4,NDA050723
34538,3,2,n,AGITATION,1,NDA050723
34539,3,2,n,ANAEMIA,1,NDA050723
34540,3,2,n,ANXIETY,1,NDA050723
34541,4,2,l,POLYOMAVIRUS-ASSOCIATED NEPHROPATHY,5,NDA050723
34542,4,2,l,RENAL TRANSPLANT FAILURE,5,NDA050723
34543,4,2,l,NEPHRECTOMY,4,NDA050723
34544,4,2,n,OFF LABEL USE,7,NDA050723
34545,4,2,n,HEADACHE,4,NDA050723
34546,4,2,n,ANAPHYLACTIC SHOCK,3,NDA050723
34547,4,2,h,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,1,NDA050723
34548,4,2,h,OFF LABEL USE,1,NDA050723
34549,5,2,l,NAUSEA,8,NDA050723
34550,5,2,l,DIARRHOEA,4,NDA050723
34551,5,2,l,ANAEMIA,3,NDA050723
34552,5,2,n,OFF LABEL USE,66,NDA050723
34553,5,2,n,HEADACHE,58,NDA050723
34554,5,2,n,DYSPNOEA,56,NDA050723
34555,5,2,h,NAUSEA,32,NDA050723
34556,5,2,h,PNEUMONIA,32,NDA050723
34557,5,2,h,FATIGUE,29,NDA050723
34558,6,2,l,DIARRHOEA,3,NDA050723
34559,6,2,l,DISEASE PROGRESSION,3,NDA050723
34560,6,2,l,INTERSTITIAL LUNG DISEASE,3,NDA050723
34561,6,2,n,DIARRHOEA,29,NDA050723
34562,6,2,n,CONDITION AGGRAVATED,21,NDA050723
34563,6,2,n,OFF LABEL USE,21,NDA050723
34564,6,2,h,PAIN,3,NDA050723
34565,6,2,h,ANAEMIA,2,NDA050723
34566,6,2,h,ASTHENIA,2,NDA050723
34567,1,1,l,DRUG WITHDRAWAL SYNDROME NEONATAL,1,NDA021476
34568,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA021476
34569,1,1,l,NEONATAL RESPIRATORY DISTRESS SYNDROME,1,NDA021476
34570,4,1,n,COMPLETED SUICIDE,1,NDA021476
34571,4,1,n,DRUG INTERACTION,1,NDA021476
34572,5,1,n,PAIN,23,NDA021476
34573,5,1,n,ANXIETY,21,NDA021476
34574,5,1,n,EMOTIONAL DISTRESS,18,NDA021476
34575,5,1,h,ANXIETY,12,NDA021476
34576,5,1,h,PAIN,10,NDA021476
34577,5,1,h,EMOTIONAL DISTRESS,9,NDA021476
34578,6,1,l,PNEUMONIA ASPIRATION,2,NDA021476
34579,6,1,l,BLOOD BILIRUBIN INCREASED,1,NDA021476
34580,6,1,l,CHOLANGITIS SCLEROSING,1,NDA021476
34581,6,1,n,PYREXIA,9,NDA021476
34582,6,1,n,ANAEMIA,7,NDA021476
34583,6,1,n,CARDIAC FAILURE,5,NDA021476
34584,6,1,h,HYPONATRAEMIA,2,NDA021476
34585,6,1,h,MEMORY IMPAIRMENT,2,NDA021476
34586,6,1,h,ARTHROPATHY,1,NDA021476
34587,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA021476
34588,1,2,l,RENAL APLASIA,1,NDA021476
34589,4,2,n,SEPTIC SHOCK,2,NDA021476
34590,4,2,n,STAPHYLOCOCCAL INFECTION,1,NDA021476
34591,5,2,l,ABNORMAL BEHAVIOUR,1,NDA021476
34592,5,2,l,CARDIAC FAILURE ACUTE,1,NDA021476
34593,5,2,l,DECREASED APPETITE,1,NDA021476
34594,5,2,n,PAIN,20,NDA021476
34595,5,2,n,ANXIETY,17,NDA021476
34596,5,2,n,EMOTIONAL DISTRESS,15,NDA021476
34597,5,2,h,DRUG INEFFECTIVE,6,NDA021476
34598,5,2,h,DYSPNOEA,5,NDA021476
34599,5,2,h,PAIN,4,NDA021476
34600,6,2,l,HEPATIC FUNCTION ABNORMAL,4,NDA021476
34601,6,2,l,ANAEMIA,3,NDA021476
34602,6,2,l,FALL,3,NDA021476
34603,6,2,n,OFF LABEL USE,10,NDA021476
34604,6,2,n,DRUG INEFFECTIVE,7,NDA021476
34605,6,2,n,NAUSEA,7,NDA021476
34606,6,2,h,ATRIAL FIBRILLATION,2,NDA021476
34607,6,2,h,PERIPHERAL SWELLING,2,NDA021476
34608,6,2,h,WEIGHT DECREASED,2,NDA021476
34624,5,1,h,EPIDERMAL NECROSIS,1,ANDA215398
34625,5,1,h,ERYTHEMA,1,ANDA215398
34626,5,1,h,HYPERSENSITIVITY,1,ANDA215398
34627,6,1,n,APPLICATION SITE DISCHARGE,1,ANDA215398
34628,6,1,n,APPLICATION SITE ERYTHEMA,1,ANDA215398
34629,6,1,n,APPLICATION SITE IRRITATION,1,ANDA215398
34630,5,2,n,PRURITUS,2,ANDA215398
34631,5,2,n,CONDITION AGGRAVATED,1,ANDA215398
34632,5,2,n,CUTANEOUS T-CELL LYMPHOMA,1,ANDA215398
34633,6,2,n,CHILLS,1,ANDA215398
34634,6,2,n,COUGH,1,ANDA215398
34635,6,2,n,DYSPNOEA,1,ANDA215398
34636,3,1,l,DECREASED APPETITE,1,NDA021994
34637,5,1,n,EYE IRRITATION,2,NDA021994
34638,5,1,n,ANHEDONIA,1,NDA021994
34639,5,1,n,ANXIETY,1,NDA021994
34640,5,1,h,CARDIAC FAILURE ACUTE,5,NDA021994
34641,5,1,h,CORONARY ARTERY DISEASE,5,NDA021994
34642,5,1,h,TROPONIN INCREASED,5,NDA021994
34643,6,1,l,INTERSTITIAL LUNG DISEASE,1,NDA021994
34644,6,1,l,SYNCOPE,1,NDA021994
34645,6,1,n,OFF LABEL USE,3,NDA021994
34646,6,1,n,PRURITUS,3,NDA021994
34647,6,1,n,PYREXIA,3,NDA021994
34648,6,1,h,AGITATION,1,NDA021994
34649,6,1,h,APHASIA,1,NDA021994
34650,6,1,h,BLISTER,1,NDA021994
34651,5,2,n,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,4,NDA021994
34652,5,2,n,ALOPECIA,2,NDA021994
34653,5,2,n,MALAISE,2,NDA021994
34654,5,2,h,ACUTE KIDNEY INJURY,1,NDA021994
34655,5,2,h,ERYTHEMA OF EYELID,1,NDA021994
34656,5,2,h,EYE DISCHARGE,1,NDA021994
34657,6,2,l,ABDOMINAL DISTENSION,1,NDA021994
34658,6,2,l,DEATH,1,NDA021994
34659,6,2,l,DRUG DOSE OMISSION,1,NDA021994
34660,6,2,n,PRODUCT DOSE OMISSION ISSUE,7,NDA021994
34661,6,2,n,EYE IRRITATION,6,NDA021994
34662,6,2,n,PNEUMONIA,6,NDA021994
34663,6,2,h,ASTHMA,20,NDA021994
34664,6,2,h,BLOOD IMMUNOGLOBULIN E INCREASED,20,NDA021994
34665,6,2,h,BRONCHIECTASIS,20,NDA021994
34666,5,1,l,ANAEMIA,1,NDA020666
34667,5,1,l,DEAFNESS,1,NDA020666
34668,5,1,l,DIPLOPIA,1,NDA020666
34669,5,1,n,ALOPECIA,1,NDA020666
34670,5,1,n,HYPERAEMIA,1,NDA020666
34671,5,1,n,MIXED LIVER INJURY,1,NDA020666
34672,5,1,h,ANHEDONIA,1,NDA020666
34673,5,1,h,ANKLE FRACTURE,1,NDA020666
34674,5,1,h,ANXIETY,1,NDA020666
34675,6,1,n,ANAPHYLACTIC SHOCK,1,NDA020666
34676,3,2,l,HEPATIC FUNCTION ABNORMAL,1,NDA020666
34677,3,2,l,LEUKAEMIA RECURRENT,1,NDA020666
34678,3,2,l,LEUKOSTASIS SYNDROME,1,NDA020666
34679,3,2,n,DISSEMINATED TUBERCULOSIS,1,NDA020666
34680,3,2,n,DRUG INTOLERANCE,1,NDA020666
34681,5,2,l,ABSCESS,1,NDA020666
34682,5,2,l,CONDITION AGGRAVATED,1,NDA020666
34683,5,2,l,CONJUNCTIVITIS,1,NDA020666
34684,5,2,n,ACUTE SINUSITIS,1,NDA020666
34685,5,2,n,ANAEMIA,1,NDA020666
34686,5,2,n,ASPARTATE AMINOTRANSFERASE INCREASED,1,NDA020666
34687,6,2,n,ATRIAL FIBRILLATION,1,NDA020666
34688,6,2,n,BLADDER DILATATION,1,NDA020666
34689,6,2,n,HEADACHE,1,NDA020666
34690,5,1,n,VISION BLURRED,1,ANDA208212
34691,5,1,h,BLISTER,1,ANDA208212
34692,5,1,h,FOOT AMPUTATION,1,ANDA208212
34693,5,1,h,ONYCHOMADESIS,1,ANDA208212
34694,5,2,n,ABNORMAL WEIGHT GAIN,1,ANDA208212
34695,5,2,n,ADVERSE DRUG REACTION,1,ANDA208212
34696,5,2,n,BACK PAIN,1,ANDA208212
34697,5,2,h,CHEST PAIN,5,ANDA208212
34698,5,2,h,DIZZINESS,2,ANDA208212
34699,5,2,h,RESPIRATORY RATE INCREASED,2,ANDA208212
34748,2,1,l,CARDIAC ARREST,1,BLA021148
34749,2,1,l,FEBRILE CONVULSION,1,BLA021148
34750,2,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,BLA021148
34751,3,1,l,PAPILLOEDEMA,6,BLA021148
34752,3,1,l,ADENOIDAL HYPERTROPHY,3,BLA021148
34753,3,1,l,HYDROCEPHALUS,3,BLA021148
34754,3,1,n,"ASTROCYTOMA, LOW GRADE",1,BLA021148
34755,3,1,n,HEADACHE,1,BLA021148
34756,3,1,n,INSOMNIA,1,BLA021148
34757,3,1,h,HEADACHE,1,BLA021148
34758,3,1,h,LISTLESS,1,BLA021148
34759,3,1,h,NAUSEA,1,BLA021148
34760,4,1,l,DRY SKIN,2,BLA021148
34761,4,1,l,ACNE,1,BLA021148
34762,4,1,l,ARTHROPOD STING,1,BLA021148
34763,4,1,n,INJECTION SITE PAIN,2,BLA021148
34764,4,1,n,OFF LABEL USE,2,BLA021148
34765,4,1,n,STEVENS-JOHNSON SYNDROME,2,BLA021148
